Reference, Quantity, Value, Footprint, Datasheet, LCSC, LCSC EUR, LCSC URL, Mouser, Mouser EUR, Mouser URL
C10 C15 C4 ,3,"4u7","Capacitor_SMD:C_0402_1005Metric"," ","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_SAMSUNG_CL21A226MOQNNNE_22uF-226-20-16V_C98190.html","","","","",""
SW1 SW2 ,2,"SW_Push","Button_Switch_SMD:SW_SPST_FSMSM"," ","C118141","0.0307","https://lcsc.com/product-detail/Tactile-Switches_Korean-Hroparts-Elec-K2-1107ST-A4SW-06_C118141.html","","",""
TP1 ,1,"RX","TestPoint:TestPoint_Pad_D1.0mm"," "
TP2 ,1,"TX","TestPoint:TestPoint_Pad_D1.0mm"," "
U1 U3 ,2,"SY8120B1ABC","Package_TO_SOT_SMD:SOT-23-6","https://datasheet.lcsc.com/szlcsc/1811081220_Silergy-Corp-SY8120B1ABC_C88474.pdf","C88474","0.0557","https://lcsc.com/product-detail/DC-DC-Converters_Silergy_SY8120B1ABC_SY8120B1ABC_C88474.html","","",""
U2 ,1,"XC6206P25","Package_TO_SOT_SMD:SOT-23","https://datasheet.lcsc.com/szlcsc/1810271312_Torex-Semicon-XC6206P252MR_C15906.pdf","C15906","0.0529","https://lcsc.com/product-detail/Low-Dropout-Regulators-LDO_XC6206P252MR_C15906.html","","",""
U4 ,1,"SPI Flash W25Q128JVSIQ","ecp5board:SOA008-150-208mil","https://datasheet.lcsc.com/szlcsc/1811142111_Winbond-Elec-W25Q128JVSIQ_C97521.pdf","C97521","0.4692","https://lcsc.com/product-detail/FLASH_Winbond-Elec-W25Q128JVSIQTR_C97521.html","","",""
U5 ,1,"MIMXRT1011DAE5A","Package_QFP:LQFP-80_12x12mm_P0.5mm","","","","","771-MIMXRT1011DAE5A","2.95","https://www.mouser.se/ProductDetail/NXP-Semiconductors/MIMXRT1011DAE5A?qs=sGAEpiMZZMu0J0Wcc3HWIiQ5ozDtCON8D1H2mpYiapPL1lXa2Q%252BS0A%3D%3D"
U6 ,1,"MAX803SQ308T1G","Package_TO_SOT_SMD:SOT-323_SC-70","https://datasheet.lcsc.com/szlcsc/1809111625_ON-Semicon-MAX803SQ308T1G_C233650.pdf","C233650","0.1589","https://lcsc.com/product-detail/Microprocessor-Microcontroller-Supervisors_ON-Semicon_MAX803SQ308T1G_ON-Semicon-ON-MAX803SQ308T1G_C233650.html","","",""
U7 U10 ,2,"SPI RAM LY68L6400SLIT","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","https://datasheet.lcsc.com/szlcsc/1809140531_Lyontek-Inc-LY68L6400SLIT_C261881.pdf","C261881","0.4665","https://lcsc.com/product-detail/RAM_Lyontek-Inc-LY68L6400SLIT_C261881.html","","",""
U8 ,1,"LFE5U-12F-6BG256C","w_smd_bga:cabga256","","","","","842-LFE5U12F6BG256C","4.96","https://www.mouser.se/ProductDetail/Lattice/LFE5U-12F-6BG256C?qs=sGAEpiMZZMvoScKlWpK8TKuuyQ9Pl%252Byu21YKn7%252B9K98%3D"
U9 ,1,"16MHz 20ppm","Crystal:Crystal_SMD_3225-4Pin_3.2x2.5mm","","C387369","0.2984","https://lcsc.com/product-detail/SMD-Oscillators-XO_Shenzhen-SCTF-Elec-S3D16-000000B20F30T_C387369.html","","",""
Y1 ,1,"24MHz 10ppm","Crystal:Crystal_SMD_3225-4Pin_3.2x2.5mm","","C164058","0.0642","https://lcsc.com/product-detail/SMD-Crystal-Resonators_Zhejiang-Abel-Elec-SMD-3225-4P24MHZ12PF10PPM-40-85_C164058.html","","",""
